start_time,end_time,participant,backchannel
0.034328265999988616,0.6110431230000586,0,False
2.2931281239999635,4.0781979219999585,0,False
12.350147215999982,14.615812728000037,0,False
14.615812728000037,15.007154953000054,0,False
15.789839402999974,16.037002913000038,0,False
16.256703810999966,16.55821060100004,0,False
16.55821060100004,17.876415990000055,0,False
18.20596733700006,19.97044017500002,0,False
20.595214604000034,21.05521336000004,0,False
21.05521336000004,23.47820694699999,0,False
23.47820694699999,24.281488355999954,0,False
24.76894972399998,26.451034725,0,False
27.103271766000034,28.674924374000057,0,False
29.92447323199997,31.654617805000044,0,False
31.654617805000044,33.30924019400004,0,False
33.30924019400004,34.13998421500003,0,False
35.443876972,36.466859279000005,0,False
41.90387518199998,42.59730614199998,0,False
42.59730614199998,42.84446965200004,0,False
44.348047673999986,45.741775246999964,0,False
45.741775246999964,48.30208251500005,0,False
49.79879488300003,50.897299374,0,False
51.04834374200004,52.112519967000026,0,False
60.88566193500003,61.153422405000015,0,False
61.153422405000015,62.320583425999985,0,False
62.320583425999985,65.18984508200003,0,False
70.67550188300004,70.86715822400004,0,True
70.86715822400004,72.26088579600003,0,False
72.26088579600003,73.53789726599996,0,False
75.93819885699997,77.14655379700002,0,False
77.14655379700002,77.56535863400006,0,False
77.99789477700006,78.08714826699998,0,False
78.94535490099997,79.40535365599999,0,False
79.40535365599999,82.45998788899999,0,False
82.45998788899999,82.81700184900001,0,False
83.016105789,83.42117931899998,0,False
83.42117931899998,84.272520299,0,False
84.272520299,88.17907688900004,0,False
88.60416605900002,91.49460599899999,0,False
100.913119349,101.15341720900005,0,False
102.21759343899998,102.97281526899997,0,False
103.26117269899999,103.51520186899995,0,False
104.26355804899993,104.75101941900004,0,False
106.10297174899995,107.42804278899996,0,False
114.90415764900001,117.91131369900006,0,False
120.00475655899993,120.42356138899993,0,True
121.47400630899995,126.53341129900002,0,False
127.54952794899998,127.95460147899996,0,False
129.07370292899998,131.8811737090001,0,False
139.54165754899998,140.674490299,0,False
141.34732429899998,142.50075401900006,0,False
142.50075401900006,143.846422019,0,False
147.08575956900006,147.53889266900012,0,False
147.53889266900012,149.1179928790001,0,False
149.1179928790001,150.62843654899996,0,False
151.19142009900008,152.33111850900002,0,False
157.754403109,158.64007234899998,0,False
159.09320545899993,160.6991869489999,0,False
160.6991869489999,161.84575100900008,0,False
163.315000769,164.19380435899996,0,False
166.97381252899993,167.365154749,0,False
167.365154749,167.92127264900012,0,False
167.92127264900012,168.56664403899993,0,False
168.889329729,169.47291023900004,0,False
169.47291023900004,171.61499399899992,0,False
172.2323214490001,172.56187279900007,0,True
173.44754203900004,173.770227739,0,False
175.81619234900006,176.37231024899995,0,False
176.90783118899992,177.32663602900004,0,False
177.53947126900005,178.10932046899995,0,False
178.68545400899995,179.94873416899998,0,False
180.662762089,181.3561930489999,0,False
181.3561930489999,181.93290790899994,0,False
181.93290790899994,182.36544404900008,0,False
182.84603976899996,184.86395981900012,0,False
187.58275843900003,188.1114137190001,0,False
199.0403707490001,199.77499562900005,0,False
199.77499562900005,200.32424787899993,0,False
200.32424787899993,201.03141013900006,0,False
208.09500449900008,208.58933151899998,0,False
214.12246655899992,216.600967319,0,False
216.600967319,217.34245784899997,0,False
217.34245784899997,217.68574050900008,0,False
217.95350097900007,218.118276649,0,False
218.118276649,219.12066199899994,0,False
219.25110940899992,219.52573552899992,0,False
219.52573552899992,219.83468991899997,0,True
219.83468991899997,220.37707650899995,0,False
220.6579869589999,221.55738750900002,0,False
221.55738750900002,223.7063369189999,0,False
223.7063369189999,225.48454105899998,0,False
225.71110761900002,227.821336029,0,False
227.821336029,228.51857838900003,0,False
229.421033189,230.48520941899994,0,False
235.08461517900002,236.50580535899996,0,False
239.1690974290001,239.58103660900008,0,False
240.59028760900003,240.9061076490001,0,False
246.2676013690001,246.57655575899992,0,False
247.4416280490001,248.78729604900002,0,False
256.41387394900005,257.58103497900004,0,False
258.56282335899994,261.92641203899996,0,False
263.571986519,263.80541872900005,0,False
265.56186357900003,268.07469259900006,0,False
268.07469259900006,269.145734479,0,False
270.2991641990001,273.12781325899994,0,False
278.9212624190001,279.48424596899997,0,False
