start_time,end_time,participant,backchannel
0.010734911999975338,0.32235670700003993,0,False
1.8215351349999764,5.959180074999949,0,False
7.1104494820000355,7.699068428000032,0,False
8.090258253000002,9.613742581999986,0,False
10.747699667999996,11.189163876999942,0,False
12.816522137999982,16.03661401499994,0,False
17.371325384999977,20.01145447800002,0,False
21.45703335799999,23.184923758999957,0,False
23.184923758999957,24.408784245999982,0,False
25.04234657799998,25.665590167000005,0,False
26.712985644000014,27.180418336000002,0,False
27.21504297900003,31.104860102999965,0,False
31.577748103999966,32.28755330199999,0,False
32.73933625400002,33.88194950100001,0,False
37.742597289999935,39.48248564300002,0,False
40.427669769999966,42.955268769999975,0,False
43.37942065699997,44.57397087000004,0,False
44.72978176699996,46.03686207199996,0,False
46.83322888099997,47.36125469900003,0,False
49.18936724399998,52.24499206300004,0,False
55.23136759499994,57.22394719800002,0,False
57.925096234999955,58.972491711999965,0,False
61.62127696599998,62.80717101699997,0,False
65.41433804899998,65.86445841900002,0,True
68.14102875100002,68.90277091600001,0,False
70.02807184100004,72.42582842699994,0,False
73.08535924199998,74.07216159099994,0,False
74.132754718,75.23208715999999,0,False
75.40521037899998,81.51812259999997,0,False
82.25389628100004,83.72544364500004,0,False
84.35734339500004,86.22707416200001,0,False
92.98054229399997,93.39603801999999,0,True
93.82018990699999,95.42157968499998,0,False
96.74763489400004,97.18044294200001,0,False
97.31894151699998,99.22329692899996,0,False
99.82922819600003,101.20555778899995,0,False
103.49944044300003,106.73850722500003,0,False
107.51756171099998,107.86380814999995,0,False
109.67294578999997,110.14903464299994,0,False
110.754965911,112.09667085900003,0,False
114.68652556899997,116.39178927800003,0,False
117.78543119300002,118.79820202500002,0,False
119.25864113800003,121.45730602200001,0,False
125.14483059099996,125.49107703000004,0,True
134.41724156199996,136.52934483699994,0,False
139.82034858400004,141.61217390299998,0,False
143.65502789000004,145.10615025599998,0,False
145.24886273999994,148.80710624300002,0,False
154.17558862099997,154.634365152,0,True
156.61662601199998,160.85115130400004,0,False
161.23202238600004,162.045701517,0,False
163.47396807500002,168.32141821300002,0,False
168.868418936,169.49166252500004,0,False
171.08439614199995,171.776889019,0,False
174.901763125,177.474305513,0,False
177.75995882400002,178.192766872,0,True
