start_time,end_time,participant,backchannel
5.229489475000008,6.4011013429999934,0,False
6.608574277999992,7.951046211000005,0,False
7.951046211000005,9.134862370000008,0,False
9.134862370000008,9.720668304000014,0,False
10.147818465,10.68480723799999,0,False
10.68480723799999,10.843463011000011,0,False
10.843463011000011,11.697763331999994,0,False
11.697763331999994,12.332386428000007,0,False
14.042016326999999,14.80750376399999,0,False
16.784598791999997,17.12631891999999,0,True
21.15373471800001,21.51986342699999,0,True
22.54502381200001,23.63120564799999,0,False
24.270140021999993,31.55610132999999,0,False
31.55610132999999,34.04012425900001,0,False
34.04012425900001,36.676250963,0,False
36.676250963,38.09194863799999,0,False
38.09194863799999,44.02313381799999,0,False
44.02313381799999,44.71877836499999,0,False
44.71877836499999,49.246570065000014,0,False
50.491407675000005,51.35791228599999,0,False
56.75098138499999,57.06829293300001,0,False
57.06829293300001,59.85483097400001,0,False
60.73353987499999,62.85708638700001,0,False
62.85708638700001,66.994340798,0,False
68.511980368,68.914721947,0,False
69.75681797799999,72.56380474599999,0,False
73.55235225999999,74.58971693500001,0,False
80.06267479599998,81.222082374,0,False
81.222082374,82.03976982399999,0,False
83.133630968,84.03674844999998,0,False
84.158791353,84.47610290100002,0,False
84.65916725600002,85.00088738399998,0,True
85.22056460899998,86.62405799299998,0,False
87.00239099199999,88.07636853900001,0,False
90.75454577399998,92.243469191,0,False
92.57298502900002,93.14658667199998,0,False
94.22056421900001,95.03825166800002,0,False
95.35556321599998,96.36851931100003,0,False
98.779331321,100.82965209099999,0,False
100.82965209099999,102.94099431200002,0,False
104.576369212,105.01572366299999,0,True
105.25980946899998,106.04088404799998,0,False
106.04088404799998,107.554216045,0,False
108.28647346199998,108.72582791300002,0,False
110.00830672499998,110.83819846499998,0,False
111.167714303,111.43620868999997,0,False
111.43620868999997,113.20583078299998,0,False
113.20583078299998,113.68179810400002,0,False
129.32432709000003,130.019971637,0,False
130.49593895799998,133.79109733800001,0,False
133.79109733800001,134.97491349700002,0,False
134.97491349700002,136.244159688,0,False
136.244159688,136.75673988000003,0,False
136.75673988000003,137.611040201,0,False
138.06362727299998,138.795884691,0,False
138.795884691,141.578462879,0,False
141.810344394,142.50598894100003,0,False
147.06916629999998,148.789971232,0,False
148.98203940599998,149.64107108200002,0,False
150.03160837099998,150.91031727200001,0,False
150.91031727200001,151.61816610999998,0,False
152.00870339899998,152.43585355899998,0,False
152.43585355899998,152.924025171,0,False
153.08268094500002,157.195526775,0,False
157.26875251700002,157.69590267700002,0,False
157.80574129,158.733267353,0,False
159.348921381,166.158915367,0,False
166.72031272,168.08719323300002,0,False
168.08719323300002,168.84385923200003,0,False
171.7661232,173.13300371300002,0,False
173.13300371300002,174.048325485,0,False
175.56165748200002,176.09864625499998,0,False
177.387790867,179.255047282,0,False
179.255047282,179.779831765,0,False
179.779831765,180.255799086,0,False
180.255799086,180.75617498900002,0,False
180.75617498900002,181.68370105099999,0,False
182.155157286,183.76612360599998,0,False
184.083435153,185.157412699,0,False
192.91483024200002,193.93999062700001,0,False
194.061933626,194.354836593,0,False
194.354836593,197.01537187800002,0,False
197.01537187800002,204.728483345,0,False
206.58915967,208.75814049099998,0,False
208.75814049099998,210.015182392,0,False
210.015182392,211.906847388,0,False
211.906847388,212.248567516,0,False
212.248567516,214.40872689900002,0,False
214.40872689900002,214.921307091,0,False
214.921307091,215.458295864,0,False
215.676744024,215.89642124999997,0,True
215.89642124999997,216.225937088,0,False
216.225937088,217.55620473000002,0,False
217.55620473000002,219.27700966199998,0,False
219.435665436,222.09620071999998,0,False
223.87802710399998,224.195338652,0,True
224.195338652,230.046633217,0,False
230.412761926,231.218245086,0,False
231.218245086,231.55996521400002,0,False
232.450878406,233.73232888700002,0,False
233.73232888700002,234.36695198200002,0,False
235.14802656100002,235.465338109,0,True
237.63534726100002,239.20970070899997,0,False
239.20970070899997,239.81991522400003,0,False
240.088409611,240.759645577,0,False
242.52926767,243.249320798,0,False
245.140985794,245.543727373,0,False
245.543727373,246.95942504799999,0,False
248.772226834,250.10249447599998,0,False
250.785934733,253.995663081,0,False
253.995663081,257.82442645599997,0,False
259.169054028,260.767816057,0,False
263.989748695,264.56335033899995,0,False
264.855026094,266.18529373599995,0,False
266.18529373599995,267.38131418499995,0,False
267.38131418499995,267.893894378,0,False
268.11357160299997,268.418678861,0,False
268.418678861,269.37061350399995,0,False
269.895397987,270.45679534,0,False
270.59104253299995,270.95717124199996,0,False
270.95717124199996,278.70125626000004,0,False
278.70125626000004,279.40572317199997,0,False
279.40572317199997,280.24781920199996,0,False
280.24781920199996,283.39652609899997,0,False
283.640611905,284.543729387,0,False
287.07217311700003,287.621366181,0,False
287.70679621299996,288.68313943600003,0,False
288.68313943600003,291.931636295,0,False
292.85916235699995,293.57921548499996,0,False
295.17797751399996,295.83700919,0,False
296.31513307700004,296.94975617299997,0,False
296.94975617299997,297.43792778399995,0,False
297.706422171,298.67056110399994,0,False
301.09921487300005,302.514912548,0,False
310.202387296,310.77598894000005,0,False
311.86873574599997,313.406476323,0,False
313.406476323,314.236368063,0,False
314.956421191,315.33475419,0,True
315.887228348,318.13281776300005,0,False
319.63394546899997,320.781148757,0,False
320.85437449899996,321.183890337,0,False
321.183890337,323.063351043,0,False
323.209802526,323.75899559000004,0,False
325.12136409000004,325.51190138000004,0,False
325.51190138000004,325.963460121,0,False
325.963460121,327.26039784,0,False
327.26039784,329.33512719,0,False
329.33512719,329.84770738300006,0,False
329.84770738300006,330.34808328500003,0,False
330.34808328500003,331.53189944400003,0,False
331.53189944400003,332.483834087,0,False
332.869861216,333.711957247,0,False
339.435669492,339.93604539399996,0,False
339.93604539399996,341.24190445599993,0,False
341.24190445599993,343.2678166449999,0,False
343.2678166449999,347.25861957199993,0,False
347.25861957199993,348.552274344,0,False
349.7327085769999,350.91652473599993,0,False
351.04513538699996,351.47228554799995,0,False
351.594328451,351.89943570799994,0,False
351.89943570799994,352.448628772,0,False
352.448628772,352.912391803,0,False
352.912391803,353.302929092,0,False
353.41276770499996,353.90093931699994,0,False
355.008146882,357.046263362,0,False
357.22932771599994,357.510026393,0,False
357.741907909,359.56034716299996,0,False
360.892770445,361.307716315,0,False
361.47857637899995,362.515941054,0,False
362.515941054,364.029273051,0,False
364.029273051,366.76303407699993,0,False
367.5563129469999,368.65469907299996,0,False
368.83991999399996,369.36470447599993,0,False
369.36470447599993,369.7674460559999,0,False
369.7674460559999,370.82921931199996,0,False
373.013787275,374.697979336,0,False
375.29035116599994,376.70604884,0,False
376.70604884,377.474919129,0,False
377.474919129,378.255993708,0,False
378.609918127,378.81739106199996,0,False
380.96750271999997,381.39465287999997,0,False
384.52110590899997,385.46083626199993,0,False
385.692717777,386.424975195,0,False
386.7056738719999,388.426478804,0,False
388.426478804,388.768198932,0,False
388.768198932,389.9154022199999,0,False
389.9154022199999,390.58663818599996,0,False
390.58663818599996,390.879541153,0,True
391.17788363399995,392.01997966499994,0,False
392.593581309,392.86207569499993,0,True
393.04514005,394.43642914299994,0,False
394.43642914299994,396.1084169139999,0,False
